RegulationId,RegistarId,Naslov,Vazenje,Matko_StupanjeNaSnagu,Dario_StupanjeNaSnagu,Matko_DatumPrimjene,Dario_DatumPrimjene
4153,4837,Uredba o Carinskoj tarifi za 2009. godinu,Uredba stupa na snagu 1. 1. 2009. godine,01.01.2009,01.01.2009,,
4166,4851,Odluka o boji i oznakama službene odore ovlaštenih osoba carinske službe Hrvatske,Odluka stupa na snagu 13. 7. 1994.,12.07.1994,13.07.1994,,
4170,4855,Pravilnik o provedbi mjera zaštite od ionizirajućih zračenja s programom osiguranja i održavanja kakvoće zaštite te planom mjera za sprječavanje i otklanjanje posljedica izvanrednog događaja u Carinskoj upravi,Pravilnik stupa na snagu 15. 10. 2002.,,15.10.2002,,
4171,4856,"Pravilnik o programu i načinu stručnog osposobljavanja i usavršavanja službenika Ministarstva financija, Carinske uprave","Pravilnik stupa na snagu 25. 1. 2007.<br/>
Prestaje važiti Pravilnik o stručnom osposobljavnju djelatnika u carinskoj službi (»Narodne novine«, br. 41/92).",24.01.2007,25.01.2007,,
4172,4857,"Kodeks profesionalne etike službenika Ministarstva financija, Carinske uprave",Kodeks stupa na snagu 19. 12. 2006.,18.12.2006,19.12.2006,,
4286,4973,Zakon o slobodnim zonama,"Zakon stupa na snagu 13. 6. 1996.<br/>
Prestaje važiti Zakon o slobodnim zonama (Narodne novine, br. 53A/91, 94/93. i 25/96.)<br/>
Prestaje važiti Pravilnik o načinu plaćanja naknade za koncesiju za slobodne zone (Narodne novine, br. 19/14.) - vidi: čl. 7. Zakona o izmjenama Zakona o slobodnim zonama - Nar. novine, br. 58/20.",12.06.1996,13.06.1996,,
4287,4974,Odluka o davanju suglasnosti Lučkoj upravi Rijeka za osnivanje Slobodne zone luke Rijeka,Odluka stupa na snagu 19. 6. 1997.,,19.06.1997,,
4288,4975,Odluka o davanju suglasnosti Lučkoj upravi Split za osnivanje Slobodne zone luke Split,Odluka stupa na snagu 10. 12. 1998.,,10.12.1998,,
4289,4976,Odluka o davanju suglasnosti Lučkoj upravi Pula za osnivanje Slobodne zone luke Pula,Odluka stupa na snagu 11. 3. 1999.,,11.03.1999,,
4290,4977,Odluka o davanju suglasnosti Lučkoj upravi Ploče za osnivanje Slobodne zone luke Ploče,Odluka stupa na snagu 9. 12. 1999.,,09.12.1999,,
4299,4986,"Odluka o preuzimanju obveza plaćanja sudskih pristojbi za umirovljenike koji su podnijeli tužbu Upravnom sudu Republike Hrvatske protiv Republičkog fonda mirovinskog i invalidskog osiguranja radnika Hrvatske, zbog nedonošenja rješenja o zahtjevu za usklađivanje mirovina",Odluka stupa na snagu 6. 3. 2002.,05.03.2002,06.03.2002,,
4300,4987,Zakon o javnobilježničkim pristojbama,Zakon stupa na snagu 18. 10. 1994.,17.10.1994,18.10.1994,,
4301,4988,Naputak o izdavanju potvrde o imovnom stanju,"Naputak stupa na snagu 25. 11. 1995. <br/>
Prestaje važiti Uputstvo o izdavanju uvjerenja o imovnom stanju (Narodne novine, br. 35/87).
",,25.11.1995,,
4303,4990,Zakon o doprinosima,Zakon stupa na snagu 1. 1. 2009.,01.01.2009,01.01.2009,,
4306,4996,Naputak o načinu postupanja u radnjama usklađivanja duga i kriterijima za utvrđivanje broja mjesečnih rata za otplatu duga s osnova doprinosa za obvezna osiguranja nastalog po osnovi osiguranja pomoraca,Naputak stupa na snagu 10. 12. 2007.,09.12.2007,10.12.2007,,
4313,5007,Državni proračun Republike Hrvatske za 2009. godinu,Državni proračun stupa na snagu 1. 1. 2009. godine.,,01.01.2009,,
4314,5008,Odluka o davanju suglasnosti na Financijski plan Hrvatskih voda za 2009. godinu,Odluka stupa na snagu 20. 12. 2008.,19.12.2008,20.12.2008,,
4315,5009,Odluka o davanju suglasnosti na Financijski plan Hrvatskih cesta za 2009. godinu,Odluka stupa na snagu 20. 12. 2008.,19.12.2008,20.12.2008,,
4316,5010,Odluka o davanju suglasnosti na Financijski plan Državne agencije za osiguranje štednih uloga i sanaciju banaka za 2009. godinu,Odluka stupa na snagu 20. 12. 2008.,19.12.2008,20.12.2008,,
4318,5012,Odluka o davanju suglasnosti na Financijski plan Fonda za zaštitu okoliša i energetsku učinkovitost za 2009. godinu,Odluka stupa na snagu 20. 12. 2008.,19.12.2008,20.12.2008,,
4319,5013,Odluka o davanju suglasnosti na Financijski plan Fonda za zaštitu okoliša i energetsku učinkovitost za 2009. godinu,Odluka stupa na snagu 20. 12. 2008.,19.12.2008,20.12.2008,,
4320,5014,Zakon o izvršavanju Državnog proračuna Republike Hrvatske za 2009. godinu,Zakon stupa na sagu stupa na snagu 1. 1. 2009.,01.01.2009,01.01.2009,,
4321,5015,"Odluka o zaduženju Republike Hrvatske kod Chase Manhattan Bank (financiranje proračuna 1999., rok otplate do 14 god.)",Odluka stupa na snagu 10. 6. 1999.,,10.06.1999,,
4325,5019,"Odluka o izdavanju obveznica Republike Hrvatske uz plasman na domaćem tržištu kapitala u kunskoj protuvrijednosti iznosa od EUR 150.000.000,00 (dospijeće 23. V. 2012.)",Odluka stupa na snagu 16. 5. 2002.,,16.05.2002,,
4326,5020,"Odluka o izdavanju obveznica Republike Hrvatske uz plasman na domaćem tržištu kapitala u kunskoj protuvrijednosti iznosa od EUR 150.000.000,00 (dospijeće 23. V. 2012.)",Odluka stupa na snagu 19. 9. 2002.,,19.09.2002,,
4327,5021,Odluka o reguliranju otplate zajma Svjetske banke za hitnu obnovu (3760-HR) i kredita Hrvatske banke za obnovu i razvitak korištenih za obnovu ratom oštećenih objekata komunalne i vodnogospodarske infrastrukture (otplata do 1. I. 2012.),Odluka stupa na snagu 31. 10. 2002.,,31.10.2002,,
4328,5022,"Odluka o izdavanju obveznica Republike Hrvatske uz plasman na domaćem tržištu kapitala u kunskoj protuvrijednosti iznosa od EUR 200.000.000,00 (dospijeće 23. V. 2012.)",Odluka stupa na snagu 23. 1.  2003.,,23.01.2003,,
4330,5024,"Odluka o izdavanju obveznica Republike Hrvatske u iznosu od JPY 25.000.000.000,00 (dospijeće 26. VI. 2009.)",Odluka stupa na snagu 29. 5. 2003.,,29.05.2003,,
4331,5025,Odluka o izdavanju obveznica Republike Hrvatske uz plasman na domaćem tržištu kapitala u kunskoj protuvrijednosti iznosa od EUR 200.000.000.00 (dospijeće 10. II. 2014.),Odluka stupa na snagu 3. 2. 2004.,,03.02.2004,,
4332,5026,"Odluka o izdavanju obveznica Republike Hrvatske uz plasman na domaćem tržištu kapitala, u kunskoj protuvrijednosti iznosa od EUR 150.000.000,00 (dospijeće 10. II. 2014.)",Odluka stupa na snagu 5. 7. 2007.,,05.07.2007,,
4334,5028,"Odluka o izdavanju obveznica Republike Hrvatske uz plasman na domaćem tržištu kapitala u kunskoj protuvrijednosti iznosa od EUR 300.000.000,00 (dospijeće 10. II. 2014.)",Odluka stupa na snagu 17. 9. 2004.,,17.09.2004,,
4335,5029,"Odluka o izdavanju obveznica Republike Hrvatske uz plasman na domaćem tržištu kapitala u kunskoj protuvrijednosti iznosa od EUR 200.000.000,00 (dospijeće 29. XI. 2019.)",Odluka stupa na snagu 25. 11. 2004.,,25.11.2004,,
4336,5030,"Odluka o izdavanju obveznica Republike Hrvatske uz plasman na domaćem tržištu kapitala u iznosu od 3.000.000.000,00 kuna (dospijeće 8. III. 2010.)",Odluka stupa na snagu 20. 1. 2005.,,20.01.2005,,
4337,5031,"Odluka o zaduživanju Republike Hrvatske deviznim kreditom sindiciranim kod domaćih banaka u iznosu od 500.000.000,00 EUR (dospijeće 31. III. 2010.)","Odluka stupa na snagu 18. 3. 2005.

",,18.03.2005,,
4338,5032,"Odluka o izdavanju obveznica Republike Hrvatske uz plasman na domaćem tržištu kapitala u kunskoj protuvrijednosti iznosa od EUR 350.000.000,00 (dospijeće 14. VII. 2015.)",Odluka stupa na snagu 8. 7. 2005.,,08.07.2005,,
4339,5033,"Odluka o izdavanju obveznica Republike Hrvatske uz plasman na domaćem tržištu kapitala u iznosu od 3.500.000.000,00 kuna (dospijeće 15. XII. 2015.)",Odluka stupa na snagu 8. 12. 2005.,,08.12.2005,,
4340,5034,"Odluka o izdavanju obveznica Republike Hrvatske uz plasman na domaćem tržištu kapitala u iznosu od 2.000.000.000,00 kuna (dospijeće 15. XII. 2015.)",Odluka stupa na snagu 9. 2. 2006.,,09.02.2006,,
4341,5035,"Odluka o izdavanju obveznica Republike Hrvatske uz plasman na domaćem tržištu kapitala u iznosu od 2.500.000.000,00 kuna (dospijeće 11. VII. 2013.)",Odluka stupa na snagu 6. 7. 2006.,,06.07.2006,,
4342,5036,"Odluka o izdavanju obveznica Republike Hrvatske uz plasman na domaćem tržištu kapitala u iznosu od 1.500.000.000,00 kuna (dospijeće 11. VII. 2013.)",Odluka stupa na snagu 7. 11. 2006.,,07.11.2006,,
4344,5038,"Odluka o izdavanju obveznica Republike Hrvatske, uz plasman na domaćem tržištu kapitala, u iznosu od 2.500.000.000,00 kuna (dospijeće 8. II. 2017.)",Odluka stupa na snagu 1. 2. 2007.,,01.02.2007,,
4345,5039,"Odluka o izdavanju obveznica Republike Hrvatske uz plasman na domaćem tržištu kapitala, u iznosu od 3.000.000.000,00 kuna (dospijeće 8. II. 2017.)",Odluka stupa na snagu 5. 7. 2007.,,05.07.2007,,
4347,5041,Odluka o zaduživanju Republike Hrvatske deviznim kreditom sindiciranim kod domaćih banaka u iznosu od 760.000.000 EUR-a (dospijeće 30. lipnja 2013.), Odluka stupa na snagu 21. 5. 2008.,,21.05.2008,,
4348,5042,Odluka o zaduženosti određenih poduzeća,Odluka stupa na snagu 24. 7. 1997.,24.07.1997,24.07.1997,,
4349,5043,Zakon o načinu i uvjetima podmirivanja obveza po kreditima međunarodnih financijskih organizacija odobrenim korisnicima iz Republike Hrvatske,"Zakon stupa na snagu 3. 12. 1993.<br/>
Prestaje važiti Uredba o načinu i uvjetima podmirivanja obveza po kreditima međunarodnih financijskih organizacija odobrenim korisnicima iz Republike Hrvatske (Narodne novine, br. 86/92) i stavlja se van snage točka 4. Uredbe o nastavljanju važenja pravnoga sadržaja i učinka odredenih uredbi Vlade Republike Hrvatske na temelju zakonske ovlasti (Narodne novine, br. 100/93).",02.12.1993,03.12.1993,,
4350,5044,Zakon o preuzimanju dijela duga po Novom financijskom sporazumu iz 1988. godine te o izdavanju obveznica Republike Hrvatske radi zamjene toga duga (od 1996. do 2010.),"Zakon stupa na snagu 24. 10. 1996.<br/>
Ukida se Uredba o izdavanju obveznica Republike Hrvatske radi zamjene dijela duga koji preuzima Republika Hrvatska po Novom financijskom sporazumu iz 1988. (Narodne novine, br. 64/96) kojom je do donošenja ovoga Zakona omogućeno izdavanje obveznica radi zamjene duga.",23.10.1996,24.10.1996,,
4351,5045,Upute o postupku registracije obveza po Zakonu o preuzimanju dijela duga po Novom financijskom sporazumu iz 1988. godine te o izdavanju obveznica Republike Hrvatske radi zamjene tog duga,Upute stupaju na snagu 23. 4. 1997.,,23.04.1997,,
4352,5046,Zakon o načinu i uvjetima podmirivanja obveza po kreditima i drugim poslovima iz sporazuma s vladama članicama Pariškog kluba (od 1996. do 2009. godine),Zakon stupa na snagu 11. 5. 1996.,10.05.1996,11.05.1996,,
4380,5076,Odluka o interventnoj potpori zbog otežanih uvjeta i povećanih troškova poslovanja u poljoprivredi i ribarstvu za razdoblje od 1. srpnja 2008. - 31. prosinca 2008. godine,Odluka stupa na snagu 1. 7. 2008. ,01.07.2008,01.07.2008,,
4383,5079,( * djelomično u primjeni) Zakon o područjima posebne državne skrbi,"1. 1. 2019. Zakon prestaje važiti stupanjem na snagu Zakona o stambenom zbrinjavanju na potpomognutim područjima (Nar. novine, br. 106/18), osim članaka 4., 5. i 6. Zakona.",30.07.2008,,,
4386,5082,"Uredba o uvjetima, kriterijima, visini i načinu ostvarivanja prava dodjele državnih potpora male vrijednosti otočnim poslodavcima za očuvanje radnih mjesta",Uredba stupa na snagu 20. 7. 2006.,19.07.2006,20.07.2006,,
4388,5084,"Pravilnik o uvjetima, kriterijima i načinu ostvarivanja prava na besplatni javni otočni cestovni prijevoz",Pravilnik stupa na snagu 16. 8. 2007. ,15.08.2007,16.08.2007,,
4390,5086,Pravilnik o sastavu i zadaćama Povjerenstva za otoke,"Pravilnik stupa na snagu 3. 4. 2003. <br/>
Prestaje važiti Pravilnik o sastavu i zadaćama Povjerenstva za otoke (»Narodne novine« br. 125/99.).",02.04.2003,03.04.2003,,
4391,5087,"Pravilnik o uvjetima i načinu subvencioniranja cijene prijevoza ukapljenog naftnog plina na otoke, te postupku obračuna neostvarenih prihoda distributerima ukapljenog naftnog plina",Pravilnik stupa na snagu 5. 7. 2008.,04.07.2008,05.07.2008,,
4396,5092,Zakon o obnovi i razvoju Grada Vukovara,Zakon stupa na snagu 24. 5. 2001. ,23.05.2001,24.05.2001,,
4397,5093,"Odluka o primjeni poticajnih mjera na području Grada Iloka, Općine Tovarnik i Općine Lovas",Odluka stupa na snagu 13. 3. 2002. ,,13.03.2002,,
4398,5094,Pravilnik o korištenju carinske povlastice pri uvozu inicijalne opreme za obnovu i razvoj Grada Vukovara,Pravilnik stupa na snagu 17. 8. 2001. ,16.08.2001,17.08.2001,,
4399,5095,"Naputak o ostvarivanju prava na povrat 50% uplaćenih doprinosa za mirovinsko i zdravstveno osiguranje koje uplate poslodavci sa sjedištem, odnosno s prebivalištem na području Grada Vukovara i Grada Iloka te općina Tovarnik i Lovas",Naputak stupa na snagu 11. 5. 2002. ,10.05.2002,11.05.2002,,
4403,5099,Zakon o poticanju razvoja malog gospodarstva,"Zakon stupa na snagu 30. 3. 2002.<br />
Prestaje važiti Zakon o Hrvatskoj garancijskoj agenciji (Narodne novine, br. 29/94, 105/99 i 64/00).",,30.03.2002,,
4405,5101,Pravila o radu Hrvatske mreže konzultanata,Pravila stupaju na snagu 15. 10. 1997. ,,15.10.1997,,
4406,5102,Poslovnik o radu komisije za praćenje rada Hrvatske mreže konzultanata,Poslovnik stupa na snagu 24. 6. 1997.,,24.06.1997,,
4407,5103,Pravila o izdavanju certifikata konzultantima i stjecanju statusa licenciranog člana Hrvatske mreže konzultanata za malo gospodarstvo,Pravila stupaju na snagu 22. 2. 1999. ,,22.02.1999,,
4414,5111,Pravilnik minimalnih tehničkih uvjeta za projektiranje i gradnju stanova iz Programa društveno poticane stanogradnje,Pravilnik stupa na snagu 7. 8. 2004. ,,07.08.2004,,
4417,5115,Pravilnik o načinu i uvjetima ostvarivanja prava na dio troškova programa razvitka ribarstva u uzgojno selekcijskom radu,Pravilnik stupa na snagu 19. 6. 2003.,18.06.2003,19.06.2003,,
4422,5121,Zakon o državnoj potpori za obrazovanje i izobrazbu,"Zakon stupa na snagu 1. 11. 2007.<br />
",31.10.2007,01.11.2007,,
4423,5122,Pravilnik o sadržaju evidencije državne potpore za obrazovanje i izobrazbu,Pravilnik stupa na snagu 30. 1. 2008.,29.01.2008,30.01.2008,,
4425,5125,Zakon o sanaciji određenih poduzeća,Zakon stupa na snagu 7. 8. 1995. godine.,06.08.1995,07.08.1995,,
4428,5128,Zakon o obnovi,"Zakon stupa na snagu 3. 4. 1996. <br/>
Prestaju važiti: <br/>
1. Zakon o financiranju obnove (Narodne novine, br. 33/92), <br/>
2. Zakon o kreditiranju obnove ratom oštećenih i razrušenih objekata (Narodne novine, br. 109/93), <br/>
3. Uredba o područjima na kojima će se koristiti sredstva ostvarena prema Zakonu o financiranju obnove te o područjima na kojima će se primjenjivati poticajne mjere (Narodne novine, br. 78/93), <br/>
4. Uredba o kreditiranju obnove ratom oštećenih i razrušenih stambenih objekata (Narodne novine, br. 37/95) te <br/>
5. Uredba o organiziranju i financiranju obnove ratom oštećenih obiteljskih kuća V. i VI. stupnja oštećenja (Narodne novine, br. 37/95 i 95/95).
",02.04.1996,03.04.1996,,
4429,5129,Pravilnik o prioritetima obnove i potpori za opremanje obiteljskih kuća i stanova,"Pravilnik stupa na snagu 22. 7. 2000.<br/>
Prestaje važiti Pravilnik o potpori za opremanje obiteljskih kuća i stanova na kojima su oštećenja I.–VI. stupnja (Narodne novine, br. 105/96).",,22.07.2000,,
4430,5130,Naputak o načinu i postupku otpisa kredita za obnovu stambenih zgrada i stanova,Naputak stupa na snagu 26. 10. 1996.,,26.10.1996,,
4432,5132,Zakon o Hrvatskoj banci za obnovu i razvitak,Zakon stupa na snagu 28. 12. 2006.,27.12.2006,28.12.2006,,
4434,5134,Odluka o osnivanju Povjerenstva za osiguranje izvoza,Odluka stupa na snagu 3. 12. 2008.,02.12.2008,03.12.2008,,
4435,5135,Odluka o osnivanju Posebnog računa za kreditiranje razvitka i obnove poljoprivrede,Odluka stupa na snagu 8. 7. 1996. ,07.07.1996,08.07.1996,,
4436,5136,Pravilnik o uvjetima i načinu korištenja sredstava za kreditiranje razvitka i obnove poljoprivrede,Pravilnik stupa na snagu 10. 10. 2001.,,10.10.2001,,
4445,5147,Pravilnik o visini kredita koji se odobravaju iz Fonda za dugoročno financiranje stanogradnje uz potporu države,Pravilnik stupa na snagu 26. 3. 1998.,,26.03.1998,,
4446,5148,"Pravilnik o uvjetima, mjerilima i postupku odobravanja i subvencioniranja stambenih kredita",Pravilnik stupa na snagu 8. 5. 1998.,,08.05.1998,,
4447,5149,Odluka o prijenosu nekretnina u vlasništvo Fonda za obnovu i razvoj Grada Vukovara,"Odluka stupa na snagu 11. 12. 2003.
<br/> Prestaje važiti Odluka Vlade Republike Hrvatske o prijenosu nekretnina u vlasništvo Fonda za obnovu i razvoj Grada Vukovara (Narodne novine, broj 18/2003).",,11.12.2003,,
4454,5159,Zakon o iznimnim mjerama kontrole cijena,Zakon stupa na snagu 22. 7. 1997.,21.07.1997,22.07.1997,,
4455,5160,Uredba o izravnim mjerama kontrole cijena,Uredba stupa na snagu 18. 1. 2001.,,18.01.2001,,
4457,5162,Program stalnih državnih robnih zaliha,Program stupa na snagu 12. 3. 1999. ,,12.03.1999,,
4472,5179,Ustavna odluka o suverenosti i samostalnosti Republike Hrvatske,Ustavna odluka stupa na snagu 25. 6. 1990. ,,25.06.1990,,
4474,5181,Odluka Sabora od 8. 10. 1991. o raskidu državno-pravne sveze,Odluka stupa na snagu 8. 10. 1991.,,08.10.1991,,
4475,5182,"Zakon o grbu, zastavi i himni Republike Hrvatske te zastavi i lenti Predsjednika Republike Hrvatske",Zakon stupa na snagu 21. 12. 1990. ,20.12.1990,21.12.1990,,
4476,5183,Zakon o odlikovanjima i priznanjima Republike Hrvatske,Zakon stupa na snagu 24. 3. 1995. ,31.03.1995,24.03.1995,,
4477,5185,Odluka o osnivanju Odbora za obilježavanje 15. svibnja kao spomendana Bleiburških žrtava i žrtava Križnog puta,Odluka stupa na snagu 8. 5. 1996.,,08.05.1996,,
4478,5186,Odluka o proglašenju spomen-tjedna Dani hrvatskoga jezika ,Odluka stupa na snagu 28. 2. 1997. ,,28.02.1997,,
4479,5187,"Odluka o proglašenju ""Dana socijalnog partnerstva""",Odluka stupa na snagu 12. 10. 2007.,,12.10.2007,,
4480,5188,"Odluka o proglašenju ""Nacionalnog dana oboljelih od epilepsije""",Odluka stupa na snagu 17. 10. 2008.,,17.10.2008,,
4481,5189,"Odluka o proglašenju ""Nacionalnog dana djeteta obo­ljelog od maligne bolesti""",Odluka stupa na snagu 10. 3. 2006. ,,10.03.2006,,
4483,5191,Odluka o proglašenju Dana hrvatske knjige,Odluka stupa na snagu 12. 4. 1996. ,,12.04.1996,,
4484,5192,"Odluka o proglašenju ""Nacionalnog dana zaštite na radu""",Odluka stupa na snagu 1. 6. 2007. ,,01.06.2007,,
4485,5193,"Odluka o proglašenju 17. svibnja ""Danom službi nacionalne sigurnosti""",Odluka stupa na snagu 7. 5. 1997. ,06.05.1997,07.05.1997,,
4486,5194,"Odluka o proglašenju ""Nacionalnog dana darivanja i presađivanja organa i tkiva""",Odluka stupa na snagu 26. 5. 2006. ,,26.05.2006,,
4487,5195,"Odluka o proglašenju ""Nacionalnog dana borbe protiv nasilja nad ženama""",Odluka stupa na snagu 15. 10. 2004. ,,15.10.2004,,
4488,5196,"Odluka o proglašenju ""Nacionalnog dana borbe protiv raka dojke""",Odluka stupa na snagu 30. 3. 2007. ,,30.03.2007,,
4489,5197,"Odluka o proglašenju ""Dana bijelog štapa"" ",Odluka stupa na snagu 16. 7. 1996. ,15.07.1996,16.07.1996,,
4490,5198,"Odluka o proglašenju ""Dana kravate u Republici Hrvatskoj""",Odluka stupa na snagu 17. 10. 2008.,,17.10.2008,,
4491,5199,Odluka o proglašavanju Dana sjećanja na žrtvu Vukovara 1991.,Odluka stupa na snagu 5. 11. 1999. ,04.11.1999,05.11.1999,,
4502,5211,Uredba o Stručnoj službi Savjeta za nacionalne manjine,Uredba stupa na snagu 13. 5. 2003. ,12.05.2003,13.05.2003,,
4503,5212,Statut Savjeta za nacionalne manjine,Statut stupa na snagu 2. 7. 2003. ,01.07.2003,02.07.2003,,
4504,5215,Pravilnik o naknadi troškova i nagradi za rad članovima vijeća i predstavnicima nacionalnih manjina,Pravilnik stupa na snagu 9. 3. 2006. ,08.03.2006,09.03.2006,,
4506,5217,Zakon o uporabi jezika i pisma nacionalnih manjina u Republici Hrvatskoj,Zakon stupa na snagu 27. 5. 2020.,26.05.2000,27.05.2020,,
4507,5218,Zakon o ravnopravnosti spolova,Zakon stupa na snagu 15. 7. 2008.,14.07.2008,15.07.2008,,
4508,5219,Zakon o suzbijanju diskriminacije,Zakon stupa na snagu 1. 1. 2009.,01.01.2009,01.01.2009,,
4509,5221,Ustavni zakon o Ustavnom sudu Republike Hrvatske,Zakon stupa na snagu 29. 9. 1999.,,29.09.1999,,
4512,5224,Poslovnik Ustavnog suda Republike Hrvatske,"Poslovnik stupa na snagu 22. 11. 2003. <br/>
Prestaje važiti Poslovnik Ustavnog suda Republike Hrvatske (Narodne novine, br. 29/94).",21.11.2003,22.11.2003,,
4513,5226,Zakon o načinu primjene pravnih propisa donesenih prije 6. travnja 1941. godine,Zakon stupa na snagu 31. 12. 1991.,30.12.1991,31.12.1991,,
4514,5227,Zakon o konvalidaciji,Zakon stupa na snagu 8. 10. 1997.,07.10.1997,08.10.1997,,
4515,5228,Uredba za provođenje Zakona o konvalidaciji akata izdanih u predmetima upravne naravi,Uredba stupa na snagu 10. 4. 1998. ,09.04.1998,10.04.1998,,
4516,5229,Uredba za provođenje Zakona o konvalidaciji u predmetima sudbene naravi,Uredba stupa na snagu 10. 4. 1998.,09.04.1998,10.04.1998,,
4517,5230,"Uredba za provođenje Zakona o konvalidaciji za upravno područje rada, zapošljavanja, socijalne skrbi i zaštite vojnih i civilnih invalida rata",Uredba stupa na snagu 10. 4. 1998. ,09.04.1998,10.04.1998,,
4518,5231,Pravilnik o postupku konvalidiranja odluka i pojedinačnih akata iz područja mirovinskog osiguranja,Pravnilnik stupa na snagu 17. 5. 2008. ,16.05.2008,17.05.2008,,
4519,5232,Zakon o referendumu i drugim oblicima osobnog sudjelovanja u obavljanju državne vlasti i lokalne i područne (regionalne) samouprave,Zakon stupa na snagu 30. 4. 1996. ,07.05.1996,30.04.1996,,
4520,5233,Zakon o javnom okupljanju,"Pokreće se postupak za ocjenu suglasnosti s Ustavom te se ukidaju članak 1. stavci 3. i 4. Zakona o izmjenama i dopunama Zakona o javnom okupljanju (Narodne novine, br. 150/05.).<br/>
 Članak 1. stavci 3. i 4. Zakona o izmjenama i dopunama Zakona o javnom okupljanju iz točke I. ove izreke, u dijelu koji se odnosi na objekte u kojima su smješteni Hrvatski sabor, Vlada Republike Hrvatske i Ustavni sud Republike Hrvatske, prestaju važiti 15. 7. 2012.<br/>
Vidi: Odluku USRH-82/11.",07.12.1999,,,
4521,5234,Zakon o računanju vremena,Zakon stupa na snagu 6. 4. 1993. ,,06.04.1993,,
4525,5239,Zakon o posebnim pravima predsjednika Republike Hrvatske po prestanku obnašanja dužnosti,Zakon stupa na snagu 5. 8. 2004.,,05.08.2004,,
4526,5241,Zakon o postupku primopredaje vlasti,Zakon stupa na snagu 20. 7. 2004.,,20.07.2004,,
4530,5246,Odluka o Obrascu standardne metodologije za procjenu socijalnog učinka (primjenjuje se do 22. VI. 2012.),"Ne primjenjuje se od 23. 6. 2012. stupanjem na snagu Uredbe o provedbi postupka procjene učinaka propisa (Narodne novine, br. 66/12).",12.04.2007,,,23.06.2012
4531,5247,Odluka o Obrascu standardne metodologije za procjenu ekološkog učinka (primjenjuje se do 22. VI. 2012.),"Ne primjenjuje se od 23. 6. 2012. stupanjem na snagu Uredbe o provedbi postupka procjene učinaka propisa (Nar. novine, br. 66/12).",03.06.2007,,,23.06.2012
4553,5273,Odluka o osnivanju Savjeta za granice,Odluka stupa na snagu 5. 7. 2001.,,05.07.2001,,
4554,5274,Odluka o osnivanju Komisije za granice,Odluka stupa na snagu 5. 7. 2001.,,05.07.2001,,
4555,5275,Odluka o osnivanju Komisije za ratne zločine,Odluka stupa na snagu 6. 12. 1996.,05.12.1996,06.12.1996,,
4557,5277,Odluka o osnivanju i zadaćama Vijeća za strukovno obrazovanje,Odluka stupa na snagu 2. 10. 2003.,,02.10.2003,,
4559,5279,Odluka o osnivanju Vijeća za poljoprivrednu politiku,Odluka sutupa na snagu 12. 3.  2004.,,12.03.2004,,
4562,5283,Odluka o Hrvatskom vijeću za suradnju s Međunarodnim hidrološkim programom i Operativnim hidrološkim programom,Odluka stupa na snagu 10. 4. 2008.,09.04.2008,10.04.2008,,
4573,5294,Odluka o osnivanju Bioetičkog povjerenstva za praćenje genetski modificiranih organizama,Odluka stupa na snagu 17. 5. 2000.,16.05.2000,17.05.2000,,
4576,5297,Odluka o osnivanju Nacionalnog povjerenstva za promjenu klime,Odluka stupa na snagu 18. 12. 1998.,,18.12.1998,,
4580,5301,Odluka o osnivanju Povjerenstva za zaštitu od zračenja i nuklearnu sigurnost,Odluka stupa na snagu 1. 3. 1995.,,01.03.1995,,
4581,5302,Odluka o osnivanju Nacionalnog povjerenstva za provedbu Ugovora o sveobuhvatnoj zabrani nuklearnih pokusa,Odluka stupa na snagu 15. 2. 2006.,14.02.2006,15.02.2006,,
4582,5303,Odluka o Nacionalnom centru podataka prema Ugovoru o sveobuhvatnoj zabrani nuklearnih pokusa,Odluka stupa na snagu 13. 3. 2007.,12.03.2007,13.03.2007,,
4583,5304,"Odluka o osnivanju Nacionalnog povjerenstva za provedbu Konvencije o zabrani razvijanja, proizvodnje, gomilanja i korištenja kemijskog oružja i o njegovu uništenju",Odluka stupa na snagu 26. 6. 1996.,,26.06.1996,,
4585,5306,Odluka o osnivanju Nacionalnog povjerenstva za Frankofoniju,Odluka stupa na snagu 21. 5. 2008.,,21.05.2008,,
4587,5308,Odluka o izdavanju službene verzije prijevoda propisa Republike Hrvatske na strane jezike i službenih prijevoda pravne stečevine Europske unije (acquis communautairea) na hrvatski jezik,Odluka stupa na snagu 16. 10. 2003.,,16.10.2003,,
4591,5312,Odluka o osnivanju Nacionalnog odbora za međunarodno humanitarno pravo,Odluka stupa na snagu 13. 7. 2000.,,13.07.2000,,
4593,5314,Odluka o osnivanju Koordinacijske skupine i Tehničke radne skupine Vlade Republike Hrvatske za praćenje korištenja sredstava koje Republika Hrvatska dobiva iz inozemnih izvora,Odluka stupa na snagu 18. 6. 2004.,17.06.2004,18.06.2004,,
4594,5315,Odluka o ovlaštenju ministra pravosuđa Republike Hrvatske da u ime Vlade RH izdaje brisovna očitovanja radi uknjižbe brisanja založnog prava (hipoteke),Odluka stupa na snagu 23. 3. 1995. ,,23.03.1995,,
4595,5316,"Odluka o izradi strategije razvitka Republike Hrvatske ""Hrvatska u 21. stoljeću""",Odluka stupa na snagu 9. 3. 2000.,,09.03.2000,,
4597,5318,"Odluka o osnivanju trgovačkog društva ""PLETER-USLUGE"" d.o.o.",Odluka stupa na snagu 14. 12. 2005.,,14.12.2005,,
